"Stratum"	"GeneID"
1	"MPC1"
1	"MPC2"
1	"MPDU1"
1	"MPDZ"
4	"MPEG1"
1	"MPG"
1	"MPHOSPH10"
3	"MPHOSPH6"
2	"MPHOSPH8"
6	"MPHOSPH9"
1	"MPI"
15	"MPIG6B"
9	"MPL"
10	"MPLKIP"
1	"MPND"
1	"MPO"
1	"MPP1"
1	"MPP2"
1	"MPP3"
1	"MPP4"
1	"MPP7"
1	"MPPE1"
1	"MPPED1"
1	"MPPED2"
5	"MPRIP"
1	"MPST"
1	"MPV17"
1	"MPV17L"
1	"MPV17L2"
1	"MPZ"
9	"MPZL1"
9	"MPZL2"
9	"MPZL3"
1	"MR1"
11	"MRAP"
9	"MRAP2"
1	"MRAS"
1	"MRC1"
1	"MRC2"
1	"MRE11"
7	"MREG"
1	"MRFAP1"
1	"MRFAP1L1"
3	"MRGBP"
6	"MRGPRD"
10	"MRGPRE"
7	"MRGPRF"
10	"MRGPRG"
7	"MRGPRX1"
7	"MRGPRX2"
7	"MRGPRX3"
6	"MRGPRX4"
1	"MRI1"
1	"MRM2"
1	"MRM3"
2	"MRNIP"
2	"MRO"
1	"MROH1"
2	"MROH2A"
2	"MROH2B"
2	"MROH5"
2	"MROH6"
2	"MROH7"
2	"MROH7-TTC4"
26	"MROH8"
5	"MROH9"
1	"MRPL1"
1	"MRPL10"
1	"MRPL11"
1	"MRPL12"
1	"MRPL13"
1	"MRPL14"
1	"MRPL15"
1	"MRPL16"
1	"MRPL17"
1	"MRPL18"
1	"MRPL19"
1	"MRPL2"
1	"MRPL20"
1	"MRPL21"
1	"MRPL22"
3	"MRPL23"
1	"MRPL24"
1	"MRPL27"
2	"MRPL28"
1	"MRPL3"
5	"MRPL30"
3	"MRPL32"
1	"MRPL33"
1	"MRPL34"
6	"MRPL35"
1	"MRPL36"
5	"MRPL37"
1	"MRPL38"
1	"MRPL39"
1	"MRPL4"
4	"MRPL40"
2	"MRPL41"
6	"MRPL42"
2	"MRPL43"
1	"MRPL44"
2	"MRPL46"
2	"MRPL47"
4	"MRPL48"
1	"MRPL49"
5	"MRPL50"
6	"MRPL51"
3	"MRPL52"
3	"MRPL53"
3	"MRPL54"
5	"MRPL55"
6	"MRPL57"
1	"MRPL58"
1	"MRPL9"
1	"MRPS10"
1	"MRPS11"
1	"MRPS12"
1	"MRPS14"
1	"MRPS15"
1	"MRPS16"
1	"MRPS17"
1	"MRPS18A"
1	"MRPS18B"
1	"MRPS18C"
1	"MRPS2"
1	"MRPS21"
1	"MRPS22"
4	"MRPS23"
5	"MRPS24"
4	"MRPS25"
6	"MRPS26"
6	"MRPS27"
4	"MRPS28"
4	"MRPS30"
4	"MRPS31"
4	"MRPS33"
2	"MRPS34"
2	"MRPS35"
1	"MRPS5"
2	"MRPS6"
1	"MRPS7"
1	"MRPS9"
1	"MRRF"
1	"MRS2"
4	"MRTFA"
5	"MRTFB"
1	"MRTO4"
11	"MS4A1"
15	"MS4A10"
10	"MS4A12"
17	"MS4A13"
10	"MS4A14"
10	"MS4A15"
11	"MS4A18"
10	"MS4A2"
11	"MS4A3"
7	"MS4A4A"
18	"MS4A4E"
11	"MS4A5"
11	"MS4A6A"
18	"MS4A6E"
16	"MS4A7"
5	"MS4A8"
6	"MSANTD1"
4	"MSANTD2"
1	"MSANTD3"
1	"MSANTD3-TMEFF1"
5	"MSANTD4"
1	"MSC"
5	"MSGN1"
1	"MSH2"
1	"MSH3"
1	"MSH4"
1	"MSH5"
1	"MSH5-SAPCD1"
1	"MSH6"
1	"MSI1"
1	"MSI2"
2	"MSL1"
4	"MSL2"
1	"MSL3"
9	"MSLN"
9	"MSLNL"
6	"MSMB"
1	"MSMO1"
6	"MSMP"
1	"MSN"
1	"MSR1"
1	"MSRA"
1	"MSRB1"
1	"MSRB2"
1	"MSRB3"
1	"MSS51"
1	"MST1"
1	"MST1R"
1	"MSTN"
1	"MSTO1"
1	"MSX1"
1	"MSX2"
1	"MT-ATP6"
17	"MT-ATP8"
1	"MT-CO1"
1	"MT-CO2"
1	"MT-CO3"
1	"MT-CYB"
1	"MT-ND1"
1	"MT-ND2"
1	"MT-ND3"
1	"MT-ND4"
1	"MT-ND4L"
1	"MT-ND5"
1	"MT-ND6"
10	"MT1A"
10	"MT1B"
10	"MT1E"
19	"MT1F"
10	"MT1G"
10	"MT1H"
10	"MT1HL1"
23	"MT1M"
10	"MT1X"
18	"MT2A"
11	"MT3"
10	"MT4"
3	"MTA1"
3	"MTA2"
3	"MTA3"
1	"MTAP"
1	"MTARC1"
1	"MTARC2"
5	"MTBP"
1	"MTCH1"
1	"MTCH2"
1	"MTCL1"
1	"MTCL2"
1	"MTCL3"
15	"MTCP1"
10	"MTDH"
2	"MTERF1"
9	"MTERF2"
5	"MTERF3"
5	"MTERF4"
6	"MTF1"
2	"MTF2"
1	"MTFMT"
2	"MTFP1"
5	"MTFR1"
7	"MTFR1L"
5	"MTFR2"
1	"MTG1"
1	"MTG2"
1	"MTHFD1"
1	"MTHFD1L"
1	"MTHFD2"
1	"MTHFD2L"
1	"MTHFR"
1	"MTHFS"
1	"MTHFSD"
1	"MTIF2"
1	"MTIF3"
1	"MTM1"
1	"MTMR1"
1	"MTMR10"
1	"MTMR11"
1	"MTMR12"
2	"MTMR14"
1	"MTMR2"
1	"MTMR3"
1	"MTMR4"
1	"MTMR6"
1	"MTMR7"
1	"MTMR8"
1	"MTMR9"
10	"MTNAP1"
1	"MTNR1A"
4	"MTNR1B"
1	"MTO1"
1	"MTOR"
1	"MTPAP"
2	"MTPN"
1	"MTR"
6	"MTRES1"
1	"MTREX"
1	"MTRF1"
1	"MTRF1L"
1	"MTRFR"
1	"MTRR"
2	"MTSS1"
2	"MTSS2"
5	"MTTP"
6	"MTURN"
5	"MTUS1"
5	"MTUS2"
1	"MTX1"
1	"MTX2"
1	"MTX3"
14	"MUC1"
1	"MUC12"
11	"MUC13"
10	"MUC15"
1	"MUC16"
1	"MUC17"
1	"MUC20"
17	"MUC21"
19	"MUC22"
18	"MUC3A"
1	"MUC4"
1	"MUC5B"
3	"MUC6"
18	"MUC7"
23	"MUCL1"
17	"MUCL3"
2	"MUL1"
1	"MUS81"
1	"MUSK"
1	"MUSTN1"
1	"MUTYH"
6	"MVB12A"
4	"MVB12B"
1	"MVD"
1	"MVK"
1	"MVP"
1	"MX1"
1	"MX2"
5	"MXD1"
5	"MXD3"
5	"MXD4"
5	"MXI1"
1	"MXRA5"
10	"MXRA7"
10	"MXRA8"
8	"MYADM"
8	"MYADML2"
1	"MYB"
2	"MYBBP1A"
1	"MYBL1"
1	"MYBL2"
1	"MYBPC1"
1	"MYBPC2"
1	"MYBPC3"
1	"MYBPH"
1	"MYBPHL"
1	"MYC"
1	"MYCBP"
1	"MYCBP2"
2	"MYCBPAP"
1	"MYCL"
1	"MYCN"
10	"MYCT1"
1	"MYD88"
2	"MYDGF"
1	"MYEF2"
23	"MYEOV"
6	"MYF5"
6	"MYF6"
1	"MYG1"
1	"MYH1"
1	"MYH10"
1	"MYH11"
1	"MYH13"
1	"MYH14"
1	"MYH15"
1	"MYH2"
1	"MYH3"
1	"MYH4"
1	"MYH6"
1	"MYH7"
1	"MYH7B"
1	"MYH8"
1	"MYH9"
1	"MYL1"
1	"MYL10"
1	"MYL11"
1	"MYL12A"
1	"MYL12B"
1	"MYL2"
1	"MYL3"
1	"MYL4"
1	"MYL5"
1	"MYL6"
1	"MYL6B"
1	"MYL7"
1	"MYL9"
1	"MYLIP"
1	"MYLK"
1	"MYLK2"
1	"MYLK3"
1	"MYLK4"
3	"MYMK"
1	"MYNN"
1	"MYO10"
2	"MYO15A"
1	"MYO16"
1	"MYO18A"
1	"MYO18B"
1	"MYO1A"
1	"MYO1B"
1	"MYO1C"
1	"MYO1D"
1	"MYO1E"
1	"MYO1F"
1	"MYO1G"
1	"MYO1H"
1	"MYO3A"
1	"MYO3B"
1	"MYO5A"
1	"MYO5B"
1	"MYO5C"
1	"MYO6"
1	"MYO7A"
1	"MYO7B"
1	"MYO9A"
1	"MYO9B"
1	"MYOC"
3	"MYOCD"
6	"MYOD1"
1	"MYOF"
6	"MYOG"
1	"MYOM1"
1	"MYOM2"
1	"MYOM3"
1	"MYORG"
1	"MYOT"
1	"MYOZ1"
1	"MYOZ2"
9	"MYOZ3"
1	"MYPN"
6	"MYPOP"
1	"MYRF"
1	"MYRFL"
5	"MYRIP"
1	"MYSM1"
4	"MYT1"
5	"MYT1L"
9	"MYZAP"
2	"MZB1"
1	"MZF1"
2	"MZT1"
6	"MZT2A"
6	"MZT2B"
1	"N4BP1"
1	"N4BP2"
1	"N4BP2L1"
1	"N4BP2L2"
6	"N4BP3"
1	"N6AMT1"
1	"NAA10"
1	"NAA11"
1	"NAA15"
1	"NAA16"
1	"NAA20"
2	"NAA25"
1	"NAA30"
2	"NAA35"
2	"NAA38"
1	"NAA40"
1	"NAA50"
1	"NAA60"
1	"NAA80"
1	"NAAA"
1	"NAALAD2"
1	"NAALADL1"
1	"NAALADL2"
5	"NAB1"
5	"NAB2"
1	"NABP1"
1	"NABP2"
1	"NACA"
1	"NACA2"
1	"NACAD"
1	"NACC1"
2	"NACC2"
1	"NADK"
1	"NADK2"
1	"NADSYN1"
1	"NAE1"
2	"NAF1"
1	"NAGA"
1	"NAGK"
1	"NAGLU"
1	"NAGPA"
1	"NAGS"
5	"NAIF1"
1	"NAIP"
1	"NALCN"
6	"NALF1"
6	"NALF2"
1	"NAMPT"
4	"NANOG"
1	"NANOGNB"
4	"NANOS1"
4	"NANOS2"
4	"NANOS3"
1	"NANP"
1	"NANS"
1	"NAP1L1"
1	"NAP1L2"
1	"NAP1L3"
1	"NAP1L4"
6	"NAP1L5"
1	"NAPA"
1	"NAPB"
1	"NAPEPLD"
2	"NAPG"
1	"NAPRT"
1	"NAPSA"
1	"NARF"
1	"NARS1"
1	"NARS2"
1	"NASP"
1	"NAT1"
1	"NAT10"
10	"NAT14"
1	"NAT16"
1	"NAT2"
1	"NAT8"
1	"NAT8L"
1	"NAT9"
1	"NAV1"
1	"NAV2"
1	"NAV3"
1	"NAXD"
1	"NAXE"
2	"NBAS"
1	"NBEA"
1	"NBEAL1"
1	"NBEAL2"
5	"NBL1"
2	"NBN"
1	"NBPF1"
1	"NBPF10"
1	"NBPF14"
1	"NBPF15"
1	"NBPF19"
1	"NBPF20"
1	"NBPF3"
1	"NBPF4"
1	"NBPF6"
1	"NBR1"
1	"NCALD"
1	"NCAM1"
1	"NCAM2"
1	"NCAN"
1	"NCAPD2"
1	"NCAPD3"
2	"NCAPG"
1	"NCAPG2"
2	"NCAPH"
1	"NCAPH2"
2	"NCBP1"
1	"NCBP2"
1	"NCBP2L"
2	"NCBP3"
1	"NCCRP1"
1	"NCDN"
1	"NCEH1"
1	"NCF1"
2	"NCF2"
2	"NCF4"
2	"NCK1"
1	"NCK2"
1	"NCKAP1"
1	"NCKAP1L"
6	"NCKAP5"
6	"NCKAP5L"
3	"NCKIPSD"
1	"NCL"
1	"NCLN"
14	"NCMAP"
4	"NCOA1"
5	"NCOA2"
4	"NCOA3"
1	"NCOA4"
4	"NCOA5"
6	"NCOA6"
1	"NCOA7"
1	"NCOR1"
2	"NCOR2"
1	"NCR1"
10	"NCR2"
1	"NCR3"
1	"NCR3LG1"
1	"NCS1"
1	"NCSTN"
1	"NDC1"
1	"NDC80"
2	"NDE1"
2	"NDEL1"
3	"NDFIP1"
3	"NDFIP2"
6	"NDNF"
1	"NDOR1"
1	"NDRG1"
1	"NDRG2"
1	"NDRG3"
1	"NDRG4"
1	"NDST1"
1	"NDST2"
1	"NDST3"
1	"NDST4"
1	"NDUFA1"
1	"NDUFA10"
1	"NDUFA11"
1	"NDUFA12"
1	"NDUFA13"
1	"NDUFA2"
1	"NDUFA3"
1	"NDUFA4"
1	"NDUFA4L2"
1	"NDUFA5"
2	"NDUFA6"
5	"NDUFA7"
2	"NDUFA8"
1	"NDUFA9"
1	"NDUFAB1"
1	"NDUFAF1"
2	"NDUFAF2"
1	"NDUFAF3"
5	"NDUFAF4"
1	"NDUFAF5"
1	"NDUFAF6"
1	"NDUFAF7"
3	"NDUFAF8"
6	"NDUFB1"
1	"NDUFB10"
6	"NDUFB11"
6	"NDUFB2"
5	"NDUFB3"
6	"NDUFB4"
1	"NDUFB5"
7	"NDUFB6"
2	"NDUFB7"
3	"NDUFB8"
2	"NDUFB9"
6	"NDUFC1"
6	"NDUFC2"
6	"NDUFC2-KCTD14"
1	"NDUFS1"
1	"NDUFS2"
1	"NDUFS3"
1	"NDUFS4"
5	"NDUFS5"
1	"NDUFS6"
1	"NDUFS7"
1	"NDUFS8"
1	"NDUFV1"
1	"NDUFV2"
10	"NDUFV3"
1	"NEB"
1	"NEBL"
2	"NECAB1"
2	"NECAB2"
2	"NECAB3"
1	"NECAP1"
1	"NECAP2"
5	"NECTIN1"
5	"NECTIN2"
4	"NECTIN3"
5	"NECTIN4"
1	"NEDD1"
1	"NEDD4"
1	"NEDD4L"
1	"NEDD8"
1	"NEDD8-MDP1"
2	"NEDD9"
1	"NEFH"
1	"NEFM"
1	"NEGR1"
1	"NEIL1"
1	"NEIL2"
1	"NEIL3"
1	"NEK1"
1	"NEK10"
1	"NEK11"
1	"NEK2"
6	"NEK3"
1	"NEK4"
1	"NEK5"
1	"NEK6"
1	"NEK7"
1	"NEK8"
1	"NEK9"
2	"NELFA"
2	"NELFB"
1	"NELFCD"
3	"NELFE"
1	"NELL1"
1	"NELL2"
1	"NEMF"
4	"NEMP1"
4	"NEMP2"
1	"NENF"
1	"NEO1"
5	"NEPRO"
8	"NES"
2	"NET1"
1	"NETO1"
1	"NETO2"
1	"NEU1"
1	"NEU2"
1	"NEU3"
1	"NEU4"
2	"NEURL1"
2	"NEURL1B"
2	"NEURL2"
2	"NEURL4"
1	"NEUROD1"
1	"NEUROD2"
1	"NEUROD4"
1	"NEUROD6"
1	"NEUROG1"
1	"NEUROG2"
1	"NEUROG3"
10	"NEXMIF"
5	"NEXN"
1	"NF1"
1	"NF2"
11	"NFAM1"
1	"NFASC"
5	"NFAT5"
5	"NFATC1"
5	"NFATC2"
4	"NFATC2IP"
6	"NFATC3"
5	"NFATC4"
4	"NFE2"
4	"NFE2L1"
4	"NFE2L2"
4	"NFE2L3"
4	"NFIA"
4	"NFIB"
4	"NFIC"
6	"NFIL3"
4	"NFIX"
1	"NFKB1"
1	"NFKB2"
1	"NFKBIA"
3	"NFKBIB"
2	"NFKBID"
1	"NFKBIE"
5	"NFKBIL1"
1	"NFKBIZ"
2	"NFRKB"
1	"NFS1"
1	"NFU1"
2	"NFX1"
2	"NFXL1"
2	"NFYA"
1	"NFYB"
1	"NFYC"
1	"NGB"
1	"NGDN"
2	"NGEF"
1	"NGF"
5	"NGFR"
1	"NGLY1"
3	"NGRN"
1	"NHEJ1"
1	"NHERF1"
1	"NHERF2"
1	"NHERF4"
5	"NHLH1"
5	"NHLH2"
5	"NHLRC1"
1	"NHLRC2"
1	"NHLRC3"
6	"NHLRC4"
1	"NHP2"
6	"NHS"
6	"NHSL1"
10	"NHSL2"
10	"NHSL3"
2	"NIBAN1"
2	"NIBAN2"
1	"NIBAN3"
2	"NICN1"
10	"NICOL1"
1	"NID1"
1	"NID2"
1	"NIF3L1"
1	"NIFK"
1	"NIM1K"
5	"NIN"
6	"NINJ1"
6	"NINJ2"
5	"NINL"
1	"NIP7"
1	"NIPA1"
1	"NIPA2"
1	"NIPAL1"
2	"NIPAL2"
2	"NIPAL3"
1	"NIPAL4"
1	"NIPBL"
1	"NIPSNAP1"
1	"NIPSNAP2"
1	"NIPSNAP3A"
1	"NIPSNAP3B"
2	"NISCH"
1	"NIT1"
1	"NIT2"
5	"NKAIN1"
5	"NKAIN2"
5	"NKAIN3"
5	"NKAIN4"
1	"NKAP"
4	"NKAPD1"
1	"NKAPL"
5	"NKD1"
5	"NKD2"
11	"NKG7"
1	"NKIRAS1"
1	"NKIRAS2"
1	"NKPD1"
2	"NKRF"
1	"NKTR"
5	"NKX1-1"
1	"NKX1-2"
4	"NKX2-1"
1	"NKX2-2"
1	"NKX2-3"
4	"NKX2-4"
4	"NKX2-5"
1	"NKX2-6"
1	"NKX2-8"
1	"NKX3-1"
1	"NKX3-2"
1	"NKX6-1"
1	"NKX6-2"
1	"NKX6-3"
1	"NLE1"
1	"NLGN1"
1	"NLGN2"
1	"NLGN3"
1	"NLGN4X"
1	"NLGN4Y"
1	"NLK"
1	"NLN"
1	"NLRC3"
1	"NLRC4"
1	"NLRC5"
1	"NLRP1"
1	"NLRP10"
1	"NLRP11"
1	"NLRP12"
1	"NLRP13"
1	"NLRP14"
1	"NLRP2"
1	"NLRP3"
1	"NLRP4"
1	"NLRP5"
1	"NLRP6"
1	"NLRP7"
1	"NLRP8"
1	"NLRP9"
1	"NLRX1"
10	"NMB"
1	"NMBR"
1	"NMD3"
1	"NME1"
1	"NME1-NME2"
1	"NME2"
1	"NME3"
1	"NME4"
1	"NME5"
1	"NME6"
1	"NME7"
1	"NME8"
1	"NME9"
5	"NMI"
1	"NMNAT1"
1	"NMNAT2"
1	"NMNAT3"
1	"NMRAL1"
1	"NMRK1"
1	"NMRK2"
10	"NMS"
1	"NMT1"
1	"NMT2"
10	"NMU"
4	"NMUR1"
1	"NMUR2"
18	"NNAT"
1	"NNMT"
1	"NNT"
1	"NOA1"
1	"NOB1"
2	"NOBOX"
1	"NOC2L"
1	"NOC3L"
1	"NOC4L"
1	"NOCT"
1	"NOD1"
1	"NOD2"
4	"NODAL"
4	"NOG"
1	"NOL10"
5	"NOL11"
5	"NOL12"
15	"NOL3"
3	"NOL4"
4	"NOL4L"
1	"NOL6"
10	"NOL7"
1	"NOL8"
1	"NOL9"
1	"NOLC1"
1	"NOM1"
1	"NOMO1"
1	"NOMO2"
1	"NOMO3"
1	"NONO"
1	"NOP10"
1	"NOP14"
5	"NOP16"
1	"NOP2"
2	"NOP53"
1	"NOP56"
1	"NOP58"
2	"NOP9"
3	"NOPCHAP1"
1	"NOS1"
4	"NOS1AP"
1	"NOS2"
1	"NOS3"
1	"NOSIP"
1	"NOSTRIN"
1	"NOTCH2"
1	"NOTCH2NLA"
1	"NOTCH2NLB"
1	"NOTCH2NLC"
1	"NOTCH3"
4	"NOTCH4"
4	"NOTO"
1	"NOTUM"
1	"NOVA1"
1	"NOVA2"
1	"NOX1"
1	"NOX3"
1	"NOX4"
1	"NOX5"
2	"NOXA1"
3	"NOXO1"
1	"NOXRED1"
18	"NPAP1"
1	"NPAS1"
1	"NPAS2"
1	"NPAS3"
4	"NPAS4"
6	"NPAT"
9	"NPB"
1	"NPBWR2"
1	"NPC1"
1	"NPC1L1"
1	"NPC2"
5	"NPDC1"
1	"NPEPL1"
1	"NPEPPS"
11	"NPFF"
1	"NPFFR1"
1	"NPFFR2"
2	"NPHP1"
1	"NPHP3"
1	"NPHP3-ACAD11"
1	"NPHP4"
1	"NPHS1"
1	"NPHS2"
1	"NPIPA2"
1	"NPIPA3"
1	"NPIPA5"
24	"NPIPA6"
28	"NPIPA7"
24	"NPIPA9"
1	"NPIPB11"
1	"NPIPB12"
1	"NPIPB13"
27	"NPIPB2"
1	"NPIPB3"
1	"NPIPB4"
1	"NPIPB5"
1	"NPIPB6"
1	"NPIPB8"
1	"NPL"
1	"NPLOC4"
1	"NPM1"
1	"NPM2"
1	"NPM3"
1	"NPNT"
11	"NPPA"
14	"NPPB"
9	"NPPC"
1	"NPR1"
1	"NPR2"
5	"NPR3"
1	"NPRL2"
1	"NPRL3"
13	"NPS"
1	"NPSR1"
1	"NPTN"
1	"NPTX1"
1	"NPTX2"
1	"NPTXR"
12	"NPVF"
18	"NPW"
9	"NPY"
1	"NPY1R"
1	"NPY2R"
1	"NPY4R"
4	"NPY5R"
1	"NQO1"
1	"NQO2"
1	"NR0B1"
1	"NR0B2"
1	"NR1D1"
1	"NR1D2"
1	"NR1H2"
1	"NR1H3"
1	"NR1H4"
1	"NR1I2"
1	"NR1I3"
1	"NR2C1"
1	"NR2C2"
2	"NR2C2AP"
1	"NR2E1"
1	"NR2F1"
1	"NR2F2"
1	"NR2F6"
1	"NR3C1"
1	"NR3C2"
1	"NR4A1"
1	"NR4A2"
1	"NR4A3"
1	"NR5A1"
1	"NR5A2"
1	"NR6A1"
1	"NRAP"
1	"NRARP"
1	"NRAS"
5	"NRBF2"
1	"NRBP1"
1	"NRBP2"
1	"NRCAM"
1	"NRDC"
2	"NRDE2"
15	"NREP"
4	"NRF1"
6	"NRG1"
5	"NRG2"
8	"NRG3"
6	"NRG4"
10	"NRGN"
10	"NRIP1"
2	"NRIP2"
2	"NRIP3"
1	"NRK"
5	"NRL"
1	"NRM"
9	"NRN1"
9	"NRN1L"
1	"NRP1"
1	"NRP2"
1	"NRROS"
6	"NRSN1"
6	"NRSN2"
9	"NRTN"
1	"NRXN1"
1	"NRXN2"
1	"NRXN3"
1	"NSA2"
1	"NSD1"
1	"NSD2"
1	"NSD3"
1	"NSDHL"
1	"NSF"
1	"NSFL1C"
9	"NSG1"
9	"NSG2"
9	"NSL1"
1	"NSMAF"
2	"NSMCE1"
2	"NSMCE2"
1	"NSMCE3"
1	"NSMCE4A"
4	"NSMF"
1	"NSRP1"
1	"NSUN2"
1	"NSUN3"
1	"NSUN4"
1	"NSUN5"
1	"NSUN6"
1	"NSUN7"
1	"NT5C"
1	"NT5C1A"
1	"NT5C1B"
1	"NT5C1B-RDH14"
1	"NT5C2"
1	"NT5C3A"
1	"NT5C3B"
1	"NT5DC1"
1	"NT5DC2"
1	"NT5DC3"
1	"NT5DC4"
1	"NT5E"
1	"NT5M"
2	"NTAN1"
1	"NTAQ1"
1	"NTF3"
1	"NTF4"
1	"NTHL1"
1	"NTM"
1	"NTMT1"
1	"NTMT2"
2	"NTN1"
1	"NTN3"
2	"NTN4"
3	"NTN5"
2	"NTNG1"
2	"NTNG2"
1	"NTPCR"
1	"NTRK1"
1	"NTRK2"
1	"NTRK3"
11	"NTS"
4	"NTSR1"
5	"NTSR2"
1	"NUAK1"
1	"NUAK2"
1	"NUB1"
1	"NUBP1"
1	"NUBP2"
1	"NUBPL"
1	"NUCB1"
1	"NUCB2"
10	"NUCKS1"
1	"NUDC"
2	"NUDCD1"
1	"NUDCD2"
2	"NUDCD3"
1	"NUDT1"
1	"NUDT10"
1	"NUDT11"
1	"NUDT12"
1	"NUDT13"
1	"NUDT14"
1	"NUDT15"
1	"NUDT16"
2	"NUDT16L1"
1	"NUDT17"
1	"NUDT19"
1	"NUDT2"
2	"NUDT21"
1	"NUDT22"
1	"NUDT3"
1	"NUDT4"
1	"NUDT5"
1	"NUDT6"
1	"NUDT7"
1	"NUDT8"
1	"NUDT9"
2	"NUF2"
2	"NUFIP1"
10	"NUFIP2"
1	"NUGGC"
1	"NUMA1"
2	"NUMB"
2	"NUMBL"
2	"NUP107"
2	"NUP133"
2	"NUP153"
1	"NUP155"
2	"NUP160"
1	"NUP188"
1	"NUP205"
2	"NUP210"
2	"NUP210L"
2	"NUP214"
2	"NUP35"
2	"NUP37"
3	"NUP42"
2	"NUP43"
3	"NUP50"
1	"NUP54"
2	"NUP58"
2	"NUP62"
2	"NUP62CL"
1	"NUP85"
3	"NUP88"
1	"NUP93"
2	"NUP98"
5	"NUPR1"
10	"NUPR2"
1	"NUS1"
5	"NUSAP1"
1	"NUTF2"
1	"NUTM1"
1	"NUTM2A"
1	"NUTM2B"
1	"NUTM2D"
1	"NUTM2E"
1	"NUTM2F"
1	"NUTM2G"
1	"NVL"
1	"NWD1"
1	"NWD2"
1	"NXF1"
2	"NXF2"
1	"NXF2B"
2	"NXF3"
1	"NXN"
1	"NXNL1"
1	"NXNL2"
6	"NXPE1"
6	"NXPE2"
6	"NXPE3"
6	"NXPE4"
1	"NXPH1"
1	"NXPH2"
1	"NXPH3"
1	"NXPH4"
1	"NXT1"
2	"NXT2"
10	"NYAP1"
9	"NYAP2"
1	"NYNRIN"
9	"NYX"
5	"OAF"
1	"OARD1"
2	"OAS1"
2	"OAS2"
2	"OAS3"
1	"OASL"
1	"OAT"
1	"OAZ1"
1	"OAZ2"
1	"OAZ3"
3	"OBI1"
1	"OBP2A"
1	"OBP2B"
1	"OBSCN"
1	"OBSL1"
1	"OC90"
1	"OCA2"
1	"OCEL1"
1	"OCIAD1"
6	"OCIAD2"
9	"OCLN"
1	"OCM"
1	"OCM2"
1	"OCRL"
9	"OCSTAMP"
1	"ODAD1"
2	"ODAD2"
2	"ODAD3"
14	"ODAM"
17	"ODAPH"
1	"ODC1"
15	"ODF1"
4	"ODF2"
4	"ODF2L"
16	"ODF4"
2	"ODR4"
2	"OFD1"
1	"OGA"
1	"OGDH"
1	"OGDHL"
1	"OGFOD1"
1	"OGFOD2"
1	"OGFOD3"
1	"OGFR"
1	"OGFRL1"
1	"OGG1"
4	"OGN"
1	"OGT"
3	"OIP5"
1	"OIT3"
1	"OLA1"
1	"OLAH"
1	"OLFM1"
1	"OLFM2"
1	"OLFM3"
1	"OLFM4"
1	"OLFML1"
1	"OLFML2A"
1	"OLFML2B"
1	"OLFML3"
6	"OLIG1"
5	"OLIG2"
1	"OLIG3"
5	"OLR1"
1	"OMA1"
1	"OMD"
2	"OMG"
11	"OMP"
5	"ONECUT1"
5	"ONECUT2"
5	"ONECUT3"
18	"OOEP"
1	"OOSP2"
1	"OPA1"
1	"OPA3"
17	"OPALIN"
1	"OPCML"
1	"OPHN1"
1	"OPN1LW"
1	"OPN1MW"
1	"OPN1MW2"
1	"OPN1MW3"
1	"OPN1SW"
1	"OPN3"
1	"OPN4"
1	"OPN5"
1	"OPRD1"
1	"OPRK1"
4	"OPRL1"
1	"OPRM1"
19	"OPRPN"
6	"OPTC"
5	"OPTN"
1	"OR10A4"
1	"OR10A5"
1	"OR10A7"
3	"OR10AC1"
1	"OR10AD1"
1	"OR10AG1"
1	"OR10C1"
1	"OR10D3"
1	"OR10G2"
1	"OR10G6"
1	"OR10G8"
1	"OR10G9"
1	"OR10H1"
1	"OR10H2"
1	"OR10H4"
1	"OR10H5"
1	"OR10J1"
1	"OR10J4"
1	"OR10J5"
1	"OR10P1"
1	"OR10Q1"
1	"OR10T2"
1	"OR10V1"
1	"OR10W1"
1	"OR11A1"
1	"OR11H12"
1	"OR11H6"
1	"OR11H7"
1	"OR11L1"
1	"OR12D1"
1	"OR12D2"
1	"OR12D3"
1	"OR13A1"
1	"OR13C2"
1	"OR13C4"
1	"OR13C5"
1	"OR13C7"
1	"OR13C8"
1	"OR13C9"
1	"OR13F1"
1	"OR13H1"
1	"OR13J1"
1	"OR14A2"
1	"OR14C36"
1	"OR14I1"
1	"OR14J1"
1	"OR14K1"
1	"OR1A2"
1	"OR1C1"
1	"OR1D5"
1	"OR1E1"
1	"OR1E2"
1	"OR1F1"
1	"OR1G1"
1	"OR1I1"
1	"OR1J1"
1	"OR1J2"
1	"OR1J4"
1	"OR1K1"
1	"OR1L1"
1	"OR1L3"
1	"OR1L4"
1	"OR1L6"
1	"OR1M1"
1	"OR1N1"
1	"OR1N2"
1	"OR1Q1"
1	"OR2A12"
1	"OR2A14"
1	"OR2A2"
1	"OR2A25"
1	"OR2A4"
1	"OR2A7"
1	"OR2AE1"
1	"OR2AJ1"
1	"OR2AK2"
1	"OR2AT4"
1	"OR2B2"
1	"OR2B3"
1	"OR2B6"
1	"OR2C1"
1	"OR2C3"
1	"OR2D2"
1	"OR2D3"
1	"OR2F2"
1	"OR2G2"
1	"OR2G3"
1	"OR2H1"
1	"OR2H2"
1	"OR2J1"
1	"OR2J2"
1	"OR2J3"
1	"OR2K2"
1	"OR2L13"
1	"OR2L2"
1	"OR2L3"
1	"OR2L5"
1	"OR2M3"
1	"OR2M5"
